country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode,is_seller,is_buyer,is_active,segment,country_en,hasAnyAppBool,activity_level
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de,False,False,False,Ghost,Germany,False,Inactive
Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,689,3205,106.83,8.9,se,False,False,False,Ghost,Sweden,True,Inactive
Turquie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,tr,False,False,False,Ghost,Turkey,False,Inactive
France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Royaume-Uni,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,591,3205,106.83,8.9,gb,False,False,False,Browser,United Kingdom,False,Inactive
Italie,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,True,Inactive
Italie,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,701,3205,106.83,8.9,it,False,False,False,Ghost,Italy,True,Inactive
France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,703,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es,False,False,False,Ghost,Spain,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es,False,False,False,Ghost,Spain,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,558,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Danemark,en,3,8,370,0,0,0.0,1,0,F,2,mrs,False,False,False,True,42,3205,106.83,8.9,dk,False,False,False,Browser,Denmark,False,Inactive
Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,32,3205,106.83,8.9,us,False,False,False,Browser,United States,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,276,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Allemagne,de,6,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,423,3205,106.83,8.9,de,False,False,False,Ghost,Germany,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,603,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
Réunion,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,re,False,False,False,Ghost,Réunion,False,Inactive
Allemagne,de,3,8,27,0,0,0.0,0,0,M,1,mr,True,False,True,True,669,3205,106.83,8.9,de,False,False,False,Browser,Germany,True,Inactive
Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,338,3205,106.83,8.9,de,False,False,False,Ghost,Germany,False,Inactive
Suisse,en,3,8,0,0,0,0.0,9,0,F,2,mrs,True,True,False,True,463,3205,106.83,8.9,ch,False,False,False,Ghost,Switzerland,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,700,3205,106.83,8.9,se,False,False,False,Ghost,Sweden,True,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,False,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,True,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de,False,False,False,Ghost,Germany,False,Inactive
Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,676,3205,106.83,8.9,dk,False,False,False,Ghost,Denmark,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,497,3205,106.83,8.9,es,False,False,False,Ghost,Spain,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,159,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Chili,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,cl,False,False,False,Ghost,Chile,False,Inactive
Danemark,en,3,8,2,0,0,0.0,1,0,M,1,mr,False,False,False,True,540,3205,106.83,8.9,dk,False,False,False,Browser,Denmark,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Djibouti,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,dj,False,False,False,Ghost,Djibouti,False,Inactive
France,fr,31,8,0,1,1,0.0,0,1,F,2,mrs,True,False,True,False,127,3205,106.83,8.9,fr,True,True,True,Two-Way Trader,France,True,Low
Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,667,3205,106.83,8.9,it,False,False,False,Ghost,Italy,False,Inactive
Congo,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,cg,False,False,False,Browser,Congo,False,Inactive
Etats-Unis,en,3,9,1,0,0,0.0,14,1,M,1,mr,False,False,False,True,26,3205,106.83,8.9,us,False,True,True,Buyer Only,United States,False,Low
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,True,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,es,False,False,False,Ghost,Spain,False,Inactive
Irlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ie,False,False,False,Ghost,Ireland,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,633,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,True,Inactive
Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Browser,United States,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,701,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Canada,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,ca,False,False,False,Ghost,Canada,False,Inactive
Etats-Unis,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,17,3205,106.83,8.9,es,False,False,False,Ghost,Spain,False,Inactive
Suède,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,390,3205,106.83,8.9,se,False,False,False,Browser,Sweden,True,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,es,False,False,False,Ghost,Spain,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,651,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es,False,False,False,Ghost,Spain,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,630,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
France,fr,3,8,12,0,0,0.0,2,0,F,2,mrs,True,True,False,True,566,3205,106.83,8.9,fr,False,False,False,Browser,France,True,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,F,3,miss,False,False,False,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,False,Inactive
France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,490,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Martinique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,mq,False,False,False,Ghost,Martinique,False,Inactive
France,fr,3,9,13,0,0,0.0,2,0,F,2,mrs,True,False,True,True,63,3205,106.83,8.9,fr,False,False,False,Browser,France,True,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de,False,False,False,Ghost,Germany,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,False,Inactive
Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,dk,False,False,False,Ghost,Denmark,False,Inactive
Suède,en,5,8,0,0,0,0.0,107,1,M,1,mr,False,False,False,True,543,3205,106.83,8.9,se,False,True,True,Buyer Only,Sweden,False,Low
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,701,3205,106.83,8.9,es,False,False,False,Ghost,Spain,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,True,Inactive
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
France,fr,3,8,56,0,0,0.0,0,0,F,2,mrs,True,False,True,True,17,3205,106.83,8.9,fr,False,False,False,Browser,France,True,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Etats-Unis,en,3,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,480,3205,106.83,8.9,us,False,False,False,Browser,United States,False,Inactive
Sénégal,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,582,3205,106.83,8.9,sn,False,False,False,Ghost,Sénégal,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Canada,en,4,10,1,0,0,0.0,7,1,F,2,mrs,True,True,False,True,208,3205,106.83,8.9,ca,False,True,True,Buyer Only,Canada,True,Low
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,595,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,693,3205,106.83,8.9,au,False,False,False,Ghost,Australia,False,Inactive
Allemagne,de,3,8,31,0,0,0.0,0,0,F,2,mrs,True,False,True,True,476,3205,106.83,8.9,de,False,False,False,Browser,Germany,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,678,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,2,F,2,mrs,False,False,False,True,27,3205,106.83,8.9,gb,False,True,True,Buyer Only,United Kingdom,False,Low
Belgique,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,be,False,False,False,Ghost,Belgium,True,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,38,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,4,0,0,0.0,2,0,F,2,mrs,True,True,False,True,15,3205,106.83,8.9,us,False,False,False,Browser,United States,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,52,0,0,0.0,7,0,F,2,mrs,True,False,True,True,23,3205,106.83,8.9,us,False,False,False,Browser,United States,True,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,708,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,nl,False,False,False,Ghost,Netherlands,True,Inactive
Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,681,3205,106.83,8.9,au,False,False,False,Ghost,Australia,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,637,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,28,29,0,0,0,0.0,4,6,M,1,mr,True,False,True,False,15,3205,106.83,8.9,us,False,True,True,Buyer Only,United States,True,Medium
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,646,3205,106.83,8.9,es,False,False,False,Ghost,Spain,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Danemark,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,542,3205,106.83,8.9,dk,False,False,False,Browser,Denmark,True,Inactive
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
Etats-Unis,en,4,8,0,0,0,0.0,0,0,F,3,miss,True,False,True,True,488,3205,106.83,8.9,us,False,False,False,Ghost,United States,True,Inactive
Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,686,3205,106.83,8.9,de,False,False,False,Ghost,Germany,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,au,False,False,False,Ghost,Australia,True,Inactive
France,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es,False,False,False,Ghost,Spain,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Australie,en,3,8,6,0,0,0.0,0,0,F,2,mrs,True,False,True,False,35,3205,106.83,8.9,au,False,False,False,Browser,Australia,True,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
France,fr,7,8,6,1,1,0.0,0,0,F,2,mrs,True,False,True,True,485,3205,106.83,8.9,fr,True,False,True,Seller Only,France,True,Low
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Chine,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3205,106.83,8.9,cn,False,False,False,Browser,China,True,Inactive
Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de,False,False,False,Ghost,Germany,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Royaume-Uni,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Browser,United Kingdom,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,374,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,576,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,True,Inactive
Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,657,3205,106.83,8.9,ca,False,False,False,Ghost,Canada,True,Inactive
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,689,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,True,Inactive
Suisse,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,ch,False,False,False,Ghost,Switzerland,False,Inactive
France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,fr,False,False,False,Browser,France,False,Inactive
Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,537,3205,106.83,8.9,us,False,False,False,Browser,United States,False,Inactive
France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,686,3205,106.83,8.9,fr,False,False,False,Browser,France,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
Suisse,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ch,False,False,False,Ghost,Switzerland,False,Inactive
Etats-Unis,en,4,9,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Browser,United States,False,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,444,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,38,3205,106.83,8.9,au,False,False,False,Ghost,Australia,True,Inactive
Italie,it,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,it,False,False,False,Browser,Italy,False,Inactive
Maroc,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ma,False,False,False,Ghost,Maroc,False,Inactive
Royaume-Uni,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb,False,False,False,Ghost,United Kingdom,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Irlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,15,3205,106.83,8.9,ie,False,False,False,Ghost,Ireland,True,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,de,False,False,False,Ghost,Germany,False,Inactive
Royaume-Uni,en,10,8,0,0,3,66.0,0,0,F,2,mrs,True,False,True,True,665,3205,106.83,8.9,gb,True,False,True,Seller Only,United Kingdom,True,Low
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es,False,False,False,Ghost,Spain,False,Inactive
Australie,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,156,3205,106.83,8.9,au,False,False,False,Browser,Australia,False,Inactive
Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au,False,False,False,Ghost,Australia,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,True,Inactive
France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us,False,False,False,Ghost,United States,False,Inactive
Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,se,False,False,False,Ghost,Sweden,False,Inactive
Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it,False,False,False,Ghost,Italy,False,Inactive
France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr,False,False,False,Ghost,France,False,Inactive
